Our MaxPerm Implementation took 98 seconds
Network Permanence is 0.189529
0	1
1	1
2	9720
3	495
4	7783
5	4001
6	2151
7	5655
8	3136
9	7169
10	3136
11	224
12	4976
13	6860
14	5042
15	2034
16	2012
17	8844
18	8599
19	4781
20	427
21	7317
22	162
23	9468
24	6412
25	2749
26	9354
27	1489
28	4686
29	673
30	7870
31	2656
32	1537
33	1669
34	3549
35	356
36	2700
37	49
38	2660
39	7379
40	7977
41	1489
42	5736
43	5508
44	7798
45	4746
46	1059
47	441
48	7271
49	49
50	9628
51	2046
52	3961
53	3754
54	2188
55	6107
56	8574
57	5448
58	6021
59	2434
60	2641
61	6701
62	3138
63	3044
64	8046
65	9603
66	5435
67	5873
68	9283
69	9073
70	4841
71	816
72	9041
73	5986
74	362
75	8599
76	2434
77	2532
78	5268
79	7977
80	8186
81	3044
82	2179
83	3485
84	1307
85	9628
86	398
87	5081
88	7271
89	4006
90	9049
91	5043
92	5266
93	2083
94	2749
95	4800
96	2853
97	1169
98	1614
99	3402
100	3549
101	3902
102	1782
103	3794
104	4412
105	627
106	4546
107	8298
108	2712
109	595
110	5467
111	9507
112	3646
113	2012
114	1969
115	2071
116	2580
117	8298
118	8790
119	7429
120	3182
121	8941
122	735
123	8941
124	4363
125	6330
126	6564
127	3936
128	5893
129	9507
130	999
131	2476
132	9603
133	6917
134	1782
135	4177
136	3478
137	3171
138	3433
139	6864
140	277
141	5800
142	4359
143	3461
144	3451
145	7420
146	1779
147	1135
148	8790
149	585
150	6837
151	1098
152	1013
153	7050
154	1684
155	9359
156	4894
157	8570
158	8844
159	7851
160	4125
161	7582
162	162
163	8046
164	3562
165	5435
166	2764
167	2050
168	3039
169	463
170	5841
171	9484
172	6921
173	4972
174	4557
175	8352
176	1318
177	8417
178	3260
179	4204
180	5693
181	3475
182	3991
183	5219
184	9201
185	6063
186	1553
187	221
188	3484
189	7170
190	7536
191	4835
192	6145
193	5636
194	896
195	1854
196	3260
197	2229
198	437
199	6631
200	6045
201	9283
202	2519
203	1489
204	3049
205	4412
206	6046
207	6095
208	9387
209	8087
210	8186
211	2828
212	8232
213	2279
214	4988
215	8847
216	6100
217	7696
218	2666
219	5485
220	6678
221	221
222	4016
223	2100
224	224
225	2032
226	700
227	2635
228	1291
229	2503
230	8574
231	4212
232	448
233	5435
234	3252
235	3036
236	1297
237	501
238	9031
239	1324
240	3961
241	6006
242	4290
243	9073
244	5171
245	5042
246	8299
247	8073
248	8308
249	3455
250	4879
251	2516
252	3346
253	4665
254	3977
255	4973
256	7271
257	9789
258	1489
259	2260
260	1556
261	2268
262	9201
263	8653
264	5171
265	8823
266	3039
267	6560
268	4573
269	4403
270	7506
271	3697
272	7977
273	3346
274	4242
275	4975
276	606
277	3679
278	6631
279	1782
280	4591
281	7325
282	554
283	7177
284	4258
285	9093
286	2272
287	4664
288	3960
289	5383
290	5171
291	2035
292	3260
293	5988
294	277
295	1830
296	8073
297	8073
298	9354
299	5320
300	8032
301	6402
302	6977
303	5367
304	7374
305	2729
306	8314
307	1625
308	3334
309	8653
310	8260
311	4688
312	766
313	7322
314	6084
315	8087
316	4664
317	7855
318	2351
319	2814
320	9603
321	3433
322	4026
323	1602
324	2666
325	7513
326	5452
327	2913
328	2259
329	5988
330	9444
331	9201
332	2454
333	8941
334	6333
335	8599
336	1053
337	7325
338	1395
339	7402
340	3000
341	9259
342	8917
343	4659
344	830
345	426
346	8298
347	5526
348	8323
349	4916
350	1238
351	2710
352	4363
353	1034
354	2580
355	6679
356	3115
357	6578
358	4513
359	510
360	8232
361	2661
362	362
363	1049
364	3819
365	698
366	9041
367	8653
368	5410
369	3290
370	3058
371	6051
372	3984
373	4934
374	4592
375	1238
376	4213
377	2870
378	277
379	2033
380	3549
381	4062
382	2108
383	3991
384	5781
385	4664
386	5289
387	8672
388	2646
389	3802
390	5482
391	1625
392	4964
393	9628
394	9857
395	5553
396	7271
397	4761
398	3991
399	4010
400	8844
401	8232
402	4725
403	8073
404	9201
405	7977
406	5995
407	8863
408	1719
409	3693
410	2553
411	7506
412	7724
413	7317
414	4513
415	3419
416	1570
417	2775
418	3260
419	2478
420	5669
421	3899
422	5435
423	4624
424	4548
425	3897
426	426
427	427
428	1841
429	5912
430	4665
431	9259
432	7851
433	3505
434	8299
435	435
436	5468
437	437
438	2197
439	2035
440	3269
441	441
442	8299
443	661
444	4927
445	4513
446	3583
447	6287
448	448
449	1169
450	8314
451	4970
452	5650
453	5079
454	5490
455	4412
456	2302
457	6023
458	2069
459	2118
460	6468
461	5435
462	3176
463	463
464	8953
465	7342
466	3189
467	8073
468	9201
469	556
470	7987
471	5273
472	8073
473	4891
474	2580
475	4840
476	3025
477	5537
478	3549
479	7696
480	1782
481	3652
482	3094
483	9628
484	4165
485	2045
486	2735
487	9203
488	488
489	8790
490	9160
491	4472
492	4485
493	3642
494	7214
495	495
496	627
497	9093
498	6599
499	6107
500	3936
501	501
502	2934
503	7977
504	3407
505	1570
506	4370
507	9653
508	7271
509	5124
510	510
511	3346
512	512
513	2010
514	925
515	8570
516	3009
517	1304
518	7271
519	3182
520	8323
521	3294
522	5219
523	7271
524	3188
525	4592
526	8186
527	8399
528	1248
529	1602
530	7977
531	6564
532	3039
533	9283
534	5693
535	4894
536	8323
537	7090
538	2749
539	4274
540	3913
541	2124
542	1429
543	698
544	639
545	5009
546	3324
547	6564
548	4445
549	1719
550	9255
551	4154
552	5888
553	4503
554	4650
555	4513
556	556
557	8044
558	8690
559	5118
560	6063
561	4859
562	4235
563	5117
564	5042
565	6999
566	4207
567	9387
568	8339
569	6006
570	4731
571	3922
572	7969
573	2094
574	1043
575	2700
576	1716
577	1581
578	1934
579	4473
580	5625
581	5859
582	1761
583	6564
584	5733
585	585
586	3549
587	5580
588	3973
589	3066
590	3936
591	1666
592	7538
593	5700
594	2750
595	595
596	9484
597	8574
598	7402
599	1668
600	6960
601	8827
602	8232
603	1534
604	9603
605	7271
606	606
607	607
608	7870
609	7420
610	2620
611	9468
612	3991
613	1825
614	5087
615	2755
616	3376
617	3636
618	4165
619	769
620	1058
621	2309
622	1719
623	4048
624	9041
625	2571
626	585
627	627
628	4210
629	4357
630	7724
631	2564
632	3290
633	1137
634	6161
635	2963
636	4777
637	4212
638	3864
639	639
640	983
641	6984
642	9603
643	3042
644	5094
645	4667
646	3034
647	1426
648	5995
649	3294
650	4973
651	9255
652	8078
653	6733
654	9283
655	7506
656	4777
657	2641
